Date,Tiker,Price
2021-04-05,TIK1,81.430000
2021-04-06,TIK1,81.440002
2021-04-07,TIK1,82.199997
2021-04-08,TIK1,83.349998
2021-04-09,TIK1,82.760002
2021-04-12,TIK1,78.580002
2021-04-13,TIK1,80.190002
2021-04-14,TIK1,78.550003
2021-04-15,TIK1,83.010002
2021-04-16,TIK1,82.150002
2021-04-19,TIK1,81.110001
2021-04-20,TIK1,79.269997
2021-04-21,TIK1,81.610001
2021-04-22,TIK1,79.059998
2021-04-23,TIK1,82.760002
2021-04-26,TIK1,85.410004
2021-04-27,TIK1,85.209999
2021-04-28,TIK1,84.019997
2021-04-29,TIK1,83.910004
2021-04-30,TIK1,81.620003
2021-05-03,TIK1,78.550003
2021-05-04,TIK1,78.610001
2021-05-05,TIK1,77.830002
2021-05-06,TIK1,77.889999
2021-05-07,TIK1,78.809998
2021-05-10,TIK1,75.989998
2021-05-11,TIK1,76.830002
2021-05-12,TIK1,74.639999
2021-05-13,TIK1,73.089996
2021-05-14,TIK1,74.589996
2021-05-17,TIK1,74.650002
2021-05-18,TIK1,74.440002
2021-05-19,TIK1,76.230003
2021-05-20,TIK1,78.059998
2021-05-21,TIK1,77.169998
2021-05-24,TIK1,77.440002
2021-05-25,TIK1,77.860001
2021-05-26,TIK1,78.339996
2021-05-27,TIK1,78.419998
2021-05-28,TIK1,80.080002
2021-06-01,TIK1,80.809998
2021-06-02,TIK1,81.970001
2021-06-03,TIK1,80.279999
2021-06-04,TIK1,81.580002
2021-06-07,TIK1,81.349998
2021-06-08,TIK1,80.889999
2021-06-09,TIK1,79.959999
2021-06-10,TIK1,81.559998
2021-06-11,TIK1,81.309998
2021-06-14,TIK1,81.550003
2021-06-15,TIK1,80.470001
2021-06-16,TIK1,80.110001
2021-06-17,TIK1,84.559998
2021-06-18,TIK1,84.650002
2021-06-21,TIK1,82.589996
2021-06-22,TIK1,83.580002
2021-06-23,TIK1,83.820000
2021-06-24,TIK1,86.099998
2021-06-25,TIK1,85.620003
2021-06-28,TIK1,87.080002
2021-06-29,TIK1,89.519997
2021-06-30,TIK1,93.930000
2021-07-01,TIK1,93.309998
2021-07-02,TIK1,94.699997
2021-07-06,TIK1,94.470001
2021-07-07,TIK1,90.540001
2021-07-08,TIK1,89.739998
2021-07-09,TIK1,90.900002
2021-07-12,TIK1,90.809998
2021-07-13,TIK1,90.260002
2021-07-14,TIK1,89.050003
2021-07-15,TIK1,86.930000
2021-07-16,TIK1,85.889999
2021-07-19,TIK1,86.580002
2021-07-20,TIK1,87.110001
2021-07-21,TIK1,89.410004
2021-07-22,TIK1,91.209999
2021-07-23,TIK1,92.150002
2021-07-26,TIK1,91.820000
2021-07-27,TIK1,91.029999
2021-07-28,TIK1,97.930000
2021-07-29,TIK1,102.949997
2021-07-30,TIK1,106.190002
2021-08-02,TIK1,108.629997
2021-08-03,TIK1,112.559998
2021-08-04,TIK1,118.769997
2021-08-05,TIK1,112.349998
2021-08-06,TIK1,110.110001
2021-08-09,TIK1,107.580002
2021-08-10,TIK1,106.480003
2021-08-11,TIK1,107.680000
2021-08-12,TIK1,106.500000
2021-08-13,TIK1,110.550003
2021-08-16,TIK1,107.480003
2021-08-17,TIK1,107.559998
2021-08-18,TIK1,103.440002
2021-08-19,TIK1,103.699997
2021-08-20,TIK1,104.650002
2021-08-23,TIK1,108.769997
2021-08-24,TIK1,107.650002
2021-08-25,TIK1,108.300003
2021-08-26,TIK1,107.269997
2021-08-27,TIK1,111.400002
2021-08-30,TIK1,111.320000
2021-08-31,TIK1,110.720001
2021-09-01,TIK1,109.989998
2021-09-02,TIK1,109.199997
2021-09-03,TIK1,109.919998
2021-09-07,TIK1,109.150002
2021-09-08,TIK1,106.169998
2021-09-09,TIK1,106.150002
2021-09-10,TIK1,105.199997
2021-09-13,TIK1,104.800003
2021-09-14,TIK1,105.730003
2021-09-15,TIK1,105.599998
2021-09-16,TIK1,106.220001
2021-09-17,TIK1,103.879997
2021-09-20,TIK1,101.550003
2021-09-21,TIK1,102.820000
2021-09-22,TIK1,104.379997
2021-09-23,TIK1,106.150002
2021-09-24,TIK1,105.800003
2021-09-27,TIK1,108.160004
2021-09-28,TIK1,101.519997
2021-09-29,TIK1,100.349998
2021-09-30,TIK1,102.900002
2021-10-01,TIK1,102.449997
2021-10-04,TIK1,100.339996
2021-10-05,TIK1,101.809998
2021-10-06,TIK1,103.639999
2021-10-07,TIK1,106.449997
2021-10-08,TIK1,105.059998
2021-10-11,TIK1,104.680000
2021-10-12,TIK1,105.040001
2021-10-13,TIK1,109.160004
2021-10-14,TIK1,111.989998
2021-10-15,TIK1,112.120003
2021-10-18,TIK1,116.430000
2021-10-19,TIK1,116.330002
2021-10-20,TIK1,116.389999
2021-10-21,TIK1,119.330002
2021-10-22,TIK1,119.820000
2021-10-25,TIK1,122.360001
2021-10-26,TIK1,122.930000
2021-10-27,TIK1,122.279999
2021-10-28,TIK1,121.160004
2021-10-29,TIK1,120.230003
2021-11-01,TIK1,125.230003
2021-11-02,TIK1,127.629997
2021-11-03,TIK1,130.529999
2021-11-04,TIK1,137.500000
2021-11-05,TIK1,136.339996
2021-11-08,TIK1,150.160004
2021-11-09,TIK1,148.919998
2021-11-10,TIK1,139.869995
2021-11-11,TIK1,146.009995
2021-11-12,TIK1,147.889999
2021-11-15,TIK1,146.490005
2021-11-16,TIK1,152.449997
2021-11-17,TIK1,151.339996
2021-11-18,TIK1,155.020004
2021-11-19,TIK1,155.410004
2021-11-22,TIK1,152.520004
2021-11-23,TIK1,149.919998
2021-11-24,TIK1,157.800003
2021-11-26,TIK1,154.809998
2021-11-29,TIK1,161.910004
2021-11-30,TIK1,158.369995
2021-12-01,TIK1,149.110001
2021-12-02,TIK1,150.679993
2021-12-03,TIK1,144.009995
2021-12-06,TIK1,139.059998
2021-12-07,TIK1,144.850006
2021-12-08,TIK1,145.240005
2021-12-09,TIK1,138.100006
2021-12-10,TIK1,138.550003
2021-12-13,TIK1,133.800003
2021-12-14,TIK1,135.600006
2021-12-15,TIK1,146.500000
2021-12-16,TIK1,138.639999
2021-12-17,TIK1,137.750000
2021-12-20,TIK1,135.800003
2021-12-21,TIK1,144.250000
2021-12-22,TIK1,143.880005
2021-12-23,TIK1,146.139999
2021-12-27,TIK1,154.360001
2021-12-28,TIK1,153.149994
2021-12-29,TIK1,148.259995
2021-12-30,TIK1,145.149994
2021-12-31,TIK1,143.899994
2022-01-03,TIK1,150.240005
2022-01-04,TIK1,144.419998
2022-01-05,TIK1,136.149994
2022-01-06,TIK1,136.229996
2022-01-07,TIK1,132.000000
2022-01-10,TIK1,132.000000
2022-01-11,TIK1,137.309998
2022-01-12,TIK1,137.470001
2022-01-13,TIK1,132.740005
2022-01-14,TIK1,136.880005
2022-01-18,TIK1,131.929993
2022-01-19,TIK1,128.270004
2022-01-20,TIK1,121.889999
2022-01-21,TIK1,118.809998
2022-01-24,TIK1,116.529999
2022-01-25,TIK1,111.129997
2022-01-26,TIK1,110.709999
2022-01-27,TIK1,102.599998
2022-01-28,TIK1,105.239998
2022-01-31,TIK1,114.250000
2022-02-01,TIK1,116.779999
2022-02-02,TIK1,122.760002
2022-02-03,TIK1,120.080002
2022-02-04,TIK1,123.599998
2022-02-07,TIK1,123.669998
2022-02-08,TIK1,128.229996
2022-02-09,TIK1,132.850006
2022-02-10,TIK1,125.769997
2022-02-11,TIK1,113.180000
2022-02-14,TIK1,114.269997
2022-02-15,TIK1,121.470001
2022-02-16,TIK1,117.690002
2022-02-17,TIK1,112.370003
2022-02-18,TIK1,113.830002
2022-02-22,TIK1,115.650002
2022-02-23,TIK1,109.760002
2022-02-24,TIK1,116.610001
2022-02-25,TIK1,121.059998
2022-02-28,TIK1,123.339996
2022-03-01,TIK1,113.830002
2022-03-02,TIK1,118.279999
2022-03-03,TIK1,111.980003
2022-03-04,TIK1,108.410004
2022-03-07,TIK1,102.949997
2022-03-08,TIK1,105.529999
2022-03-09,TIK1,111.050003
2022-03-10,TIK1,106.459999
2022-03-11,TIK1,104.290001
2022-03-14,TIK1,102.250000
2022-03-15,TIK1,109.330002
2022-03-16,TIK1,115.370003
2022-03-17,TIK1,111.690002
2022-03-18,TIK1,113.459999
2022-03-21,TIK1,115.919998
2022-03-22,TIK1,114.779999
2022-03-23,TIK1,113.919998
2022-03-24,TIK1,120.529999
2022-03-25,TIK1,119.669998
2022-03-28,TIK1,120.239998
2022-03-29,TIK1,123.230003
2022-03-30,TIK1,119.220001
2022-03-31,TIK1,109.339996
2022-04-01,TIK1,108.190002
2022-04-04,TIK1,110.529999
2022-04-05,TIK1,106.820000
2022-04-06,TIK1,103.669998
2022-04-07,TIK1,103.720001
2022-04-08,TIK1,101.000000
2022-04-11,TIK1,97.370003
2022-04-12,TIK1,95.099998
2022-04-13,TIK1,97.739998
2022-04-14,TIK1,93.059998
2022-04-18,TIK1,93.889999
2022-04-19,TIK1,96.930000
2022-04-20,TIK1,94.019997
2022-04-21,TIK1,89.849998
2022-04-22,TIK1,88.139999
2022-04-25,TIK1,90.690002
2022-04-26,TIK1,85.160004
2022-04-27,TIK1,84.910004
2022-04-28,TIK1,89.639999
2022-04-29,TIK1,85.519997
2022-05-02,TIK1,89.839996
2022-05-03,TIK1,91.129997
2022-05-04,TIK1,99.419998
2022-05-05,TIK1,93.870003
2022-05-06,TIK1,95.339996
2022-05-09,TIK1,86.360001
2022-05-10,TIK1,88.730003
2022-05-11,TIK1,87.919998
2022-05-12,TIK1,87.059998
2022-05-13,TIK1,95.120003
2022-05-16,TIK1,94.239998
2022-05-17,TIK1,102.470001
2022-05-18,TIK1,96.279999
2022-05-19,TIK1,96.669998
2022-05-20,TIK1,93.500000
2022-05-23,TIK1,95.070000
2022-05-24,TIK1,91.160004
2022-05-25,TIK1,92.650002
2022-05-26,TIK1,98.750000
2022-05-27,TIK1,102.260002
2022-05-31,TIK1,101.860001
2022-06-01,TIK1,101.220001
2022-06-02,TIK1,108.589996
2022-06-03,TIK1,106.300003
2022-06-06,TIK1,105.650002
2022-06-07,TIK1,105.279999
2022-06-08,TIK1,101.900002
2022-06-09,TIK1,98.800003
2022-06-10,TIK1,94.820000
2022-06-13,TIK1,86.989998
2022-06-14,TIK1,86.989998
2022-06-15,TIK1,89.300003
2022-06-16,TIK1,82.050003
2022-06-17,TIK1,81.570000
2022-06-21,TIK1,83.790001
2022-06-22,TIK1,83.750000
2022-06-23,TIK1,82.430000
2022-06-24,TIK1,87.080002
2022-06-27,TIK1,86.160004
2022-06-28,TIK1,80.779999
2022-06-29,TIK1,77.989998
2022-06-30,TIK1,76.470001
2022-07-01,TIK1,73.669998
2022-07-05,TIK1,75.199997
2022-07-06,TIK1,75.349998
2022-07-07,TIK1,79.300003
2022-07-08,TIK1,79.349998
2022-07-11,TIK1,76.949997
2022-07-12,TIK1,76.360001
2022-07-13,TIK1,77.519997
2022-07-14,TIK1,78.599998
2022-07-15,TIK1,81.110001
2022-07-18,TIK1,81.430000
2022-07-19,TIK1,85.879997
2022-07-20,TIK1,89.430000
2022-07-21,TIK1,91.089996
2022-07-22,TIK1,88.099998
2022-07-25,TIK1,87.540001
2022-07-26,TIK1,85.250000
2022-07-27,TIK1,89.820000
2022-07-28,TIK1,91.669998
2022-07-29,TIK1,94.470001
2022-08-01,TIK1,96.779999
2022-08-02,TIK1,99.290001
2022-08-03,TIK1,98.089996
2022-08-04,TIK1,103.910004
2022-08-05,TIK1,102.309998
2022-08-08,TIK1,100.070000
2022-08-09,TIK1,95.540001
2022-08-10,TIK1,99.050003
2022-08-11,TIK1,98.120003
2022-08-12,TIK1,100.830002
2022-08-15,TIK1,101.010002
2022-08-16,TIK1,100.199997
2022-08-17,TIK1,98.269997
2022-08-18,TIK1,100.440002
2022-08-19,TIK1,95.949997
2022-08-22,TIK1,92.839996
2022-08-23,TIK1,92.489998
2022-08-24,TIK1,92.730003
2022-08-25,TIK1,97.180000
2022-08-26,TIK1,91.180000
2022-08-29,TIK1,88.489998
2022-08-30,TIK1,86.940002
2022-08-31,TIK1,84.870003
2022-09-01,TIK1,82.330002
2022-09-02,TIK1,80.239998
2022-09-06,TIK1,78.720001
2022-09-07,TIK1,79.610001
2022-09-08,TIK1,82.779999
2022-09-09,TIK1,85.449997
2022-09-12,TIK1,84.639999
2022-09-13,TIK1,77.029999
2022-09-14,TIK1,77.449997
2022-09-15,TIK1,76.660004
2022-09-16,TIK1,76.510002
2022-09-19,TIK1,76.769997
2022-09-20,TIK1,75.250000
2022-09-21,TIK1,74.480003
2022-09-22,TIK1,69.500000
2022-09-23,TIK1,67.959999
2022-09-26,TIK1,66.300003
2022-09-27,TIK1,67.169998
2022-09-28,TIK1,68.360001
2022-09-29,TIK1,64.139999
2022-09-30,TIK1,63.360001
2022-10-03,TIK1,66.110001
2022-10-04,TIK1,67.900002
2022-10-05,TIK1,67.940002
2022-10-06,TIK1,67.849998
2018-01-02,TIK2,127.580002
2018-01-03,TIK2,128.509995
2018-01-04,TIK2,128.110001
2018-01-05,TIK2,127.900002
2018-01-08,TIK2,128.529999
2018-01-09,TIK2,127.839996
2018-01-10,TIK2,128.660004
2018-01-11,TIK2,132.570007
2018-01-12,TIK2,133.600006
2018-01-16,TIK2,132.009995
2018-01-17,TIK2,132.360001
2018-01-18,TIK2,131.589996
2018-01-19,TIK2,131.300003
2018-01-22,TIK2,132.559998
2018-01-23,TIK2,131.020004
2018-01-24,TIK2,131.389999
2018-01-25,TIK2,130.649994
2018-01-26,TIK2,131.190002
2018-01-29,TIK2,128.479996
2018-01-30,TIK2,125.230003
2018-01-31,TIK2,125.349998
2018-02-01,TIK2,125.570000
2018-02-02,TIK2,118.580002
2018-02-05,TIK2,112.620003
2018-02-06,TIK2,117.180000
2018-02-07,TIK2,115.290001
2018-02-08,TIK2,112.300003
2018-02-09,TIK2,113.500000
2018-02-12,TIK2,113.980003
2018-02-13,TIK2,113.290001
2018-02-14,TIK2,113.629997
2018-02-15,TIK2,112.529999
2018-02-16,TIK2,112.139999
2018-02-20,TIK2,110.980003
2018-02-21,TIK2,109.059998
2018-02-22,TIK2,109.889999
2018-02-23,TIK2,112.589996
2018-02-26,TIK2,114.599998
2018-02-27,TIK2,113.610001
2018-02-28,TIK2,111.919998
2018-03-01,TIK2,112.040001
2018-03-02,TIK2,111.639999
2018-03-05,TIK2,113.150002
2018-03-06,TIK2,113.650002
2018-03-07,TIK2,113.839996
2018-03-08,TIK2,113.349998
2018-03-09,TIK2,117.220001
2018-03-12,TIK2,116.790001
2018-03-13,TIK2,116.459999
2018-03-14,TIK2,115.129997
2018-03-15,TIK2,115.580002
2018-03-16,TIK2,115.400002
2018-03-19,TIK2,113.889999
2018-03-20,TIK2,114.500000
2018-03-21,TIK2,117.040001
2018-03-22,TIK2,113.699997
2018-03-23,TIK2,112.980003
2018-03-26,TIK2,115.349998
2018-03-27,TIK2,114.660004
2018-03-28,TIK2,112.099998
2018-03-29,TIK2,114.040001
2018-04-02,TIK2,112.239998
2018-04-03,TIK2,114.830002
2018-04-04,TIK2,114.480003
2018-04-05,TIK2,117.290001
2018-04-06,TIK2,114.760002
2018-04-09,TIK2,115.980003
2018-04-10,TIK2,118.849998
2018-04-11,TIK2,119.250000
2018-04-12,TIK2,119.230003
2018-04-13,TIK2,119.919998
2018-04-16,TIK2,120.699997
2018-04-17,TIK2,121.459999
2018-04-18,TIK2,123.820000
2018-04-19,TIK2,123.709999
2018-04-20,TIK2,122.309998
2018-04-23,TIK2,123.580002
2018-04-24,TIK2,122.540001
2018-04-25,TIK2,122.720001
2018-04-26,TIK2,124.220001
2018-04-27,TIK2,126.620003
2018-04-30,TIK2,125.110001
2018-05-01,TIK2,124.860001
2018-05-02,TIK2,125.489998
2018-05-03,TIK2,126.010002
2018-05-04,TIK2,125.529999
2018-05-07,TIK2,124.940002
2018-05-08,TIK2,126.570000
2018-05-09,TIK2,128.720001
2018-05-10,TIK2,128.820007
2018-05-11,TIK2,129.839996
2018-05-14,TIK2,130.389999
2018-05-15,TIK2,129.740005
2018-05-16,TIK2,129.559998
2018-05-17,TIK2,129.460007
2018-05-18,TIK2,127.860001
2018-05-21,TIK2,129.369995
2018-05-22,TIK2,128.229996
2018-05-23,TIK2,128.699997
2018-05-24,TIK2,126.610001
2018-05-25,TIK2,122.190002
2018-05-29,TIK2,121.389999
2018-05-30,TIK2,125.160004
2018-05-31,TIK2,124.300003
2018-06-01,TIK2,123.849998
2018-06-04,TIK2,122.260002
2018-06-05,TIK2,122.730003
2018-06-06,TIK2,123.379997
2018-06-07,TIK2,126.959999
2018-06-08,TIK2,126.440002
2018-06-11,TIK2,127.559998
2018-06-12,TIK2,127.080002
2018-06-13,TIK2,127.070000
2018-06-14,TIK2,126.510002
2018-06-15,TIK2,124.040001
2018-06-18,TIK2,125.970001
2018-06-19,TIK2,125.540001
2018-06-20,TIK2,125.290001
2018-06-21,TIK2,122.589996
2018-06-22,TIK2,125.099998
2018-06-25,TIK2,122.610001
2018-06-26,TIK2,124.160004
2018-06-27,TIK2,126.000000
2018-06-28,TIK2,125.660004
2018-06-29,TIK2,126.430000
2018-07-02,TIK2,124.250000
2018-07-03,TIK2,124.730003
2018-07-05,TIK2,123.980003
2018-07-06,TIK2,124.139999
2018-07-09,TIK2,125.989998
2018-07-10,TIK2,127.589996
2018-07-11,TIK2,123.519997
2018-07-12,TIK2,124.260002
2018-07-13,TIK2,124.040001
2018-07-16,TIK2,122.980003
2018-07-17,TIK2,121.910004
2018-07-18,TIK2,121.529999
2018-07-19,TIK2,121.669998
2018-07-20,TIK2,122.269997
2018-07-23,TIK2,121.330002
2018-07-24,TIK2,123.849998
2018-07-25,TIK2,124.900002
2018-07-26,TIK2,123.949997
2018-07-27,TIK2,125.970001
2018-07-30,TIK2,127.830002
2018-07-31,TIK2,126.269997
2018-08-01,TIK2,125.389999
2018-08-02,TIK2,123.760002
2018-08-03,TIK2,124.050003
2018-08-06,TIK2,124.300003
2018-08-07,TIK2,125.180000
2018-08-08,TIK2,123.879997
2018-08-09,TIK2,122.529999
2018-08-10,TIK2,123.339996
2018-08-13,TIK2,122.440002
2018-08-14,TIK2,122.580002
2018-08-15,TIK2,117.940002
2018-08-16,TIK2,117.660004
2018-08-17,TIK2,117.800003
2018-08-20,TIK2,117.750000
2018-08-21,TIK2,117.940002
2018-08-22,TIK2,118.919998
2018-08-23,TIK2,118.099998
2018-08-24,TIK2,119.010002
2018-08-27,TIK2,120.349998
2018-08-28,TIK2,119.860001
2018-08-29,TIK2,120.220001
2018-08-30,TIK2,119.809998
2018-08-31,TIK2,118.459999
2018-09-04,TIK2,118.870003
2018-09-05,TIK2,118.919998
2018-09-06,TIK2,115.230003
2018-09-07,TIK2,114.599998
2018-09-10,TIK2,114.480003
2018-09-11,TIK2,115.019997
2018-09-12,TIK2,115.790001
2018-09-13,TIK2,116.300003
2018-09-14,TIK2,117.379997
2018-09-17,TIK2,117.510002
2018-09-18,TIK2,118.129997
2018-09-19,TIK2,119.510002
2018-09-20,TIK2,119.419998
2018-09-21,TIK2,121.129997
2018-09-24,TIK2,122.620003
2018-09-25,TIK2,123.370003
2018-09-26,TIK2,121.949997
2018-09-27,TIK2,122.470001
2018-09-28,TIK2,122.279999
2018-10-01,TIK2,124.389999
2018-10-02,TIK2,124.739998
2018-10-03,TIK2,125.309998
2018-10-04,TIK2,124.949997
2018-10-05,TIK2,125.330002
2018-10-08,TIK2,124.839996
2018-10-09,TIK2,126.820000
2018-10-10,TIK2,122.599998
2018-10-11,TIK2,118.430000
2018-10-12,TIK2,117.769997
2018-10-15,TIK2,116.940002
2018-10-16,TIK2,117.510002
2018-10-17,TIK2,117.290001
2018-10-18,TIK2,117.470001
2018-10-19,TIK2,118.139999
2018-10-22,TIK2,117.209999
2018-10-23,TIK2,113.400002
2018-10-24,TIK2,110.209999
2018-10-25,TIK2,111.580002
2018-10-26,TIK2,111.529999
2018-10-29,TIK2,108.930000
2018-10-30,TIK2,110.849998
2018-10-31,TIK2,111.650002
2018-11-01,TIK2,111.169998
2018-11-02,TIK2,114.730003
2018-11-05,TIK2,118.940002
2018-11-06,TIK2,118.900002
2018-11-07,TIK2,120.870003
2018-11-08,TIK2,119.360001
2018-11-09,TIK2,119.510002
2018-11-12,TIK2,117.389999
2018-11-13,TIK2,115.349998
2018-11-14,TIK2,115.720001
2018-11-15,TIK2,116.949997
2018-11-16,TIK2,119.059998
2018-11-19,TIK2,119.419998
2018-11-20,TIK2,116.099998
2018-11-21,TIK2,117.570000
2018-11-23,TIK2,113.599998
2018-11-26,TIK2,114.980003
2018-11-27,TIK2,115.209999
2018-11-28,TIK2,118.139999
2018-11-29,TIK2,118.849998
2018-11-30,TIK2,118.940002
2018-12-03,TIK2,120.669998
2018-12-04,TIK2,117.239998
2018-12-06,TIK2,115.910004
2018-12-07,TIK2,115.489998
2018-12-10,TIK2,114.940002
2018-12-11,TIK2,115.470001
2018-12-12,TIK2,115.620003
2018-12-13,TIK2,115.940002
2018-12-14,TIK2,113.830002
2018-12-17,TIK2,112.449997
2018-12-18,TIK2,109.739998
2018-12-19,TIK2,107.830002
2018-12-20,TIK2,104.980003
2018-12-21,TIK2,104.209999
2018-12-24,TIK2,100.989998
2018-12-26,TIK2,107.389999
2018-12-27,TIK2,109.320000
2018-12-28,TIK2,108.650002
2018-12-31,TIK2,108.790001
2019-01-02,TIK2,110.690002
2019-01-03,TIK2,108.570000
2019-01-04,TIK2,110.820000
2019-01-07,TIK2,112.260002
2019-01-08,TIK2,111.769997
2019-01-09,TIK2,113.269997
2019-01-10,TIK2,113.449997
2019-01-11,TIK2,112.540001
2019-01-14,TIK2,111.720001
2019-01-15,TIK2,112.120003
2019-01-16,TIK2,111.400002
2019-01-17,TIK2,111.959999
2019-01-18,TIK2,114.370003
2019-01-22,TIK2,112.339996
2019-01-23,TIK2,111.389999
2019-01-24,TIK2,113.510002
2019-01-25,TIK2,113.220001
2019-01-28,TIK2,112.169998
2019-01-29,TIK2,111.830002
2019-01-30,TIK2,113.010002
2019-01-31,TIK2,114.650002
2019-02-01,TIK2,118.370003
2019-02-04,TIK2,119.739998
2019-02-05,TIK2,119.480003
2019-02-06,TIK2,118.879997
2019-02-07,TIK2,118.230003
2019-02-08,TIK2,117.580002
2019-02-11,TIK2,116.949997
2019-02-12,TIK2,118.720001
2019-02-13,TIK2,119.570000
2019-02-14,TIK2,118.160004
2019-02-15,TIK2,119.349998
2019-02-19,TIK2,119.309998
2019-02-20,TIK2,120.279999
2019-02-21,TIK2,119.139999
2019-02-22,TIK2,119.389999
2019-02-25,TIK2,119.620003
2019-02-26,TIK2,119.940002
2019-02-27,TIK2,120.080002
2019-02-28,TIK2,119.580002
2019-03-01,TIK2,122.029999
2019-03-04,TIK2,122.120003
2019-03-05,TIK2,123.290001
2019-03-06,TIK2,123.529999
2019-03-07,TIK2,121.940002
2019-03-08,TIK2,121.620003
2019-03-11,TIK2,123.620003
2019-03-12,TIK2,123.900002
2019-03-13,TIK2,124.669998
2019-03-14,TIK2,124.599998
2019-03-15,TIK2,125.309998
2019-03-18,TIK2,125.879997
2019-03-19,TIK2,125.279999
2019-03-20,TIK2,124.690002
2019-03-21,TIK2,125.860001
2019-03-22,TIK2,123.089996
2019-03-25,TIK2,122.889999
2019-03-26,TIK2,124.129997
2019-03-27,TIK2,122.790001
2019-03-28,TIK2,123.019997
2019-03-29,TIK2,123.180000
2019-04-01,TIK2,124.940002
2019-04-02,TIK2,124.930000
2019-04-03,TIK2,123.889999
2019-04-04,TIK2,124.800003
2019-04-05,TIK2,126.419998
2019-04-08,TIK2,126.680000
2019-04-09,TIK2,125.540001
2019-04-10,TIK2,125.489998
2019-04-11,TIK2,125.989998
2019-04-12,TIK2,119.760002
2019-04-15,TIK2,120.139999
2019-04-16,TIK2,121.169998
2019-04-17,TIK2,120.269997
2019-04-18,TIK2,119.860001
2019-04-22,TIK2,121.900002
2019-04-23,TIK2,122.019997
2019-04-24,TIK2,118.279999
2019-04-25,TIK2,117.900002
2019-04-26,TIK2,117.099998
2019-04-29,TIK2,117.720001
2019-04-30,TIK2,120.059998
2019-05-01,TIK2,117.809998
2019-05-02,TIK2,116.379997
2019-05-03,TIK2,117.269997
2019-05-06,TIK2,118.400002
2019-05-07,TIK2,118.269997
2019-05-08,TIK2,117.500000
2019-05-09,TIK2,121.190002
2019-05-10,TIK2,121.989998
2019-05-13,TIK2,120.440002
2019-05-14,TIK2,121.639999
2019-05-15,TIK2,122.139999
2019-05-16,TIK2,120.800003
2019-05-17,TIK2,120.519997
2019-05-20,TIK2,120.839996
2019-05-21,TIK2,121.339996
2019-05-22,TIK2,120.570000
2019-05-23,TIK2,117.870003
2019-05-24,TIK2,118.709999
2019-05-28,TIK2,118.309998
2019-05-29,TIK2,116.769997
2019-05-30,TIK2,115.379997
2019-05-31,TIK2,113.849998
2019-06-03,TIK2,115.989998
2019-06-04,TIK2,117.300003
2019-06-05,TIK2,117.650002
2019-06-06,TIK2,120.680000
2019-06-07,TIK2,121.480003
2019-06-10,TIK2,122.290001
2019-06-11,TIK2,121.169998
2019-06-12,TIK2,120.190002
2019-06-13,TIK2,120.910004
2019-06-14,TIK2,120.809998
2019-06-17,TIK2,121.389999
2019-06-18,TIK2,122.930000
2019-06-19,TIK2,122.889999
2019-06-20,TIK2,124.279999
2019-06-21,TIK2,124.930000
2019-06-24,TIK2,124.910004
2019-06-25,TIK2,123.639999
2019-06-26,TIK2,123.930000
2019-06-27,TIK2,123.110001
2019-06-28,TIK2,124.440002
2019-07-01,TIK2,124.839996
2019-07-02,TIK2,122.930000
2019-07-03,TIK2,123.349998
2019-07-05,TIK2,123.540001
2019-07-08,TIK2,123.599998
2019-07-09,TIK2,123.349998
2019-07-10,TIK2,125.440002
2019-07-11,TIK2,125.430000
2019-07-12,TIK2,125.980003
2019-07-15,TIK2,125.720001
2019-07-16,TIK2,124.760002
2019-07-17,TIK2,124.139999
2019-07-18,TIK2,124.680000
2019-07-19,TIK2,125.040001
2019-07-22,TIK2,125.309998
2019-07-23,TIK2,125.820000
2019-07-24,TIK2,126.540001
2019-07-25,TIK2,125.629997
2019-07-26,TIK2,123.720001
2019-07-29,TIK2,124.230003
2019-07-30,TIK2,124.339996
2019-07-31,TIK2,123.110001
2019-08-01,TIK2,120.739998
2019-08-02,TIK2,120.730003
2019-08-05,TIK2,118.739998
2019-08-06,TIK2,119.379997
2019-08-07,TIK2,119.099998
2019-08-08,TIK2,123.230003
2019-08-09,TIK2,122.419998
2019-08-12,TIK2,121.550003
2019-08-13,TIK2,122.389999
2019-08-14,TIK2,117.739998
2019-08-15,TIK2,116.949997
2019-08-16,TIK2,115.809998
2019-08-19,TIK2,117.309998
2019-08-20,TIK2,116.129997
2019-08-21,TIK2,117.879997
2019-08-22,TIK2,117.730003
2019-08-23,TIK2,115.180000
2019-08-26,TIK2,115.739998
2019-08-27,TIK2,115.830002
2019-08-28,TIK2,116.830002
2019-08-29,TIK2,117.519997
2019-08-30,TIK2,117.720001
2019-09-03,TIK2,116.269997
2019-09-04,TIK2,117.250000
2019-09-05,TIK2,117.639999
2019-09-06,TIK2,118.260002
2019-09-09,TIK2,119.389999
2019-09-10,TIK2,121.849998
2019-09-11,TIK2,121.279999
2019-09-12,TIK2,121.419998
2019-09-13,TIK2,121.500000
2019-09-16,TIK2,124.120003
2019-09-17,TIK2,123.889999
2019-09-18,TIK2,124.180000
2019-09-19,TIK2,123.660004
2019-09-20,TIK2,124.320000
2019-09-23,TIK2,124.900002
2019-09-24,TIK2,123.739998
2019-09-25,TIK2,123.510002
2019-09-26,TIK2,120.160004
2019-09-27,TIK2,118.599998
2019-09-30,TIK2,118.599998
2019-10-01,TIK2,116.010002
